ClienteID,NombreCliente,TipoCliente,Provincia,Ciudad,Segmento,FechaAlta
355,Cliente 355,Empresa Agro,Santiago del Estero,Quimilí,Gran productor,2023-12-07
356,Cliente 356,Productor,Córdoba,Villa María,Gran productor,2023-02-26
357,Cliente 357,Productor,SANTIAGO,Bandera,Gran productor,2023-10-01
358,Cliente 358,Empresa Agro,Santa Fe,Rosario,Gran productor,2023-09-22
359,Cliente 359,Empresa Agro,Santiago del Estero,Quimilí,Contratista,2023-04-15
360,Cliente 360,Empresa Agro,Sal Ta,Güemes,Contratista,2023.09.25
361,Cliente 361,Contratista,salta,Güemes,Gran productor,2023-06-09
362,Cliente 362,Productor,Córdoba,Villa María,Contratista,2023-06-12
363,Cliente 363,Productor,Chaco,Villa Ángela,Pequeño productor,2023-11-25
364,Cliente 364,Productor,Chaco,Charata,Mediano productor,2023-08-11
365,Cliente 365,Contratista,SANTIAGO,Quimilí,Mediano productor,2023-04-19
366,Cliente 366,Empresa Agro,Santiago del Estero,Quimilí,Gran productor,2023-01-09
367,Cliente 367,Productor,CBA,Villa María,Pequeño productor,2023-11-01
368,Cliente 368,Productor,Córdoba,Villa María,Gran productor,2023-01-21
369,Cliente 369,Empresa Agro,Santa Fe,Rafaela,Pequeño productor,2023-12-09
370,Cliente 370,Contratista,Sta Fe,Rafaela,Pequeño productor,2023-03-25
371,Cliente 371,Contratista,Santa Fe,Rafaela,Gran productor,2023-06-03
372,Cliente 372,Empresa Agro,Santiago del Estero,Quimilí,Mediano productor,2023-02-20
373,Cliente 373,Productor,CBA,Villa María,Pequeño productor,2023-05-22
374,Cliente 374,Empresa Agro,Santa Fe,Rosario,Contratista,2023-03-29
375,Cliente 375,Empresa Agro,Santa Fe,Rosario,Gran productor,2023-04-18
376,Cliente 376,Productor,Salta,Güemes,Mediano productor,2023-11-17
377,Cliente 377,Productor,Sgo.,Bandera,Mediano productor,s/d
378,Cliente 378,Contratista,Chcao,Charata,Mediano productor,2023.05.10
379,Cliente 379,Contratista,Santa fé,Rosario,Pequeño productor,2023-06-06
380,Cliente 380,Productor,Córdoba,Río Cuarto,Mediano productor,2023-07-01
381,Cliente 381,Productor,Santiago del Estero,Bandera,Gran productor,2023-08-11
382,Cliente 382,Productor,SANTIAGO,Bandera,Gran productor,2023-11-18
383,Cliente 383,Productor,Sgo.,Quimilí,Pequeño productor,2023-07-05
384,Cliente 384,Contratista,Salta,Metán,Contratista,2023-08-05
385,Cliente 385,Contratista,CHAco,Resistencia,Contratista,2023.05.10
386,Cliente 386,Empresa Agro,Santiago del Estero,Bandera,Mediano productor,2023-09-18
387,Cliente 387,Empresa Agro,Córdoba,Villa María,Gran productor,2023.09.15
388,Cliente 388,Contratista,Santiago del Estero,Bandera,Mediano productor,s/d
389,Cliente 389,Productor,Chaco ,Villa Ángela,,2023-04-06
390,Cliente 390,Empresa Agro,Sta Fe,Rafaela,Gran productor,s/d
391,Cliente 391,Productor,cordoba,Villa María,Gran productor,2023.03.04
392,Cliente 392,Empresa Agro,Chaco,Resistencia,Contratista,2023.11.18
393,Cliente 393,Empresa Agro,Chaco,Resistencia,Mediano productor,s/d
394,Cliente 394,Contratista,Sal Ta,Metán,Contratista,2023-07-30
395,Cliente 395,Contratista,Santa Fe,Rafaela,Pequeño productor,2023-04-28
396,Cliente 396,Empresa Agro,Sgo.,Quimilí,Pequeño productor,s/d
397,Cliente 397,Productor,Chaco,Villa Ángela,Pequeño productor,2023-03-09
398,Cliente 398,Contratista,Santiago del Estero,Bandera,Mediano productor,2023-12-11
399,Cliente 399,Productor,Chaco,Villa Ángela,Gran productor,2023-03-23
400,Cliente 400,Empresa Agro,Santa fé,Rafaela,Contratista,2023-10-19
401,Cliente 401,Productor,Chaco,Resistencia,Contratista,2024-05-03
402,Cliente 402,Empresa Agro,Santa Fe,Rafaela,Gran productor,2024-02-18
403,Cliente 403,Productor,SANTIAGO,Bandera,Pequeño productor,2024-02-03
404,Cliente 404,Contratista,salta,Güemes,Gran productor,2024.03.10
405,Cliente 405,Empresa Agro,santa fe,Rafaela,Pequeño productor,2024-03-26
406,Cliente 406,Contratista,Cordoba,Río Cuarto,Mediano productor,2024-03-10
407,Cliente 407,Empresa Agro,Salta,Güemes,Pequeño productor,2024-04-29
408,Cliente 408,Empresa Agro,Salta,Metán,Contratista,2024-06-25
409,Cliente 409,Productor,chaco,Villa Ángela,Pequeño productor,2024-05-14
410,Cliente 410,Contratista,Santiago del Estero,Quimilí,Mediano productor,2024-05-26
411,Cliente 411,Empresa Agro,Santa Fe,Rafaela,Mediano productor,2024-02-20
412,Cliente 412,Contratista,Santa fé,Rosario,Gran productor,2024-05-06
413,Cliente 413,Contratista,Santiago del Estero,Quimilí,Contratista,2024-02-20
414,Cliente 414,Contratista,Salta,Güemes,Pequeño productor,2024-10-01
415,Cliente 415,Empresa Agro,CBA,Villa María,Contratista,2024-11-09
416,Cliente 416,Productor,sgo del estero,Bandera,Mediano productor,2024.11.03
417,Cliente 417,Empresa Agro,Chaco,Charata,Gran productor,2024-08-16
418,Cliente 418,Empresa Agro,Salta,Metán,Gran productor,2024-07-22
419,Cliente 419,Productor,Chaco,Charata,Contratista,2024-02-01
420,Cliente 420,Productor,Córdoba,Villa María,Mediano productor,2024-05-29
421,Cliente 421,Empresa Agro,Santa fé,Rafaela,Contratista,2024-09-24
422,Cliente 422,Empresa Agro,Salta,Metán,Pequeño productor,2024-02-01
423,Cliente 423,Productor,Santa Fe,Rosario,Mediano productor,2024-08-29
424,Cliente 424,Contratista,Córdoba,Río Cuarto,Gran productor,2024-05-06
425,Cliente 425,Contratista,Chcao,Charata,Mediano productor,2024-03-20
426,Cliente 426,Contratista,Salta,Güemes,Pequeño productor,2024-01-30
427,Cliente 427,Empresa Agro,Córdoba,Río Cuarto,Gran productor,2024-07-30
428,Cliente 428,Contratista,salta,Metán,Gran productor,2024-12-11
429,Cliente 429,Empresa Agro,Chaco,Charata,Pequeño productor,2024-03-29
430,Cliente 430,Contratista,Sal Ta,Güemes,Contratista,s/d
431,Cliente 431,Productor,Córdoba,Villa María,Mediano productor,2024-03-26
432,Cliente 432,Productor,Chaco ,Charata,Mediano productor,s/d
433,Cliente 433,Productor,Santa Fe,Rosario,Gran productor,2024.10.20
434,Cliente 434,Contratista,Santiago del Estero,Bandera,Pequeño productor,2024-05-06
435,Cliente 435,Contratista,Santa Fe,Rosario,Gran productor,2024-07-20
436,Cliente 436,Contratista,Chcao,Resistencia,Mediano productor,2024-06-15
437,Cliente 437,Productor,Cordoba,Villa María,Contratista,2024-03-12
438,Cliente 438,Empresa Agro,Santiago del Estero,Quimilí,Contratista,2024-01-01
439,Cliente 439,Contratista,Santa Fe,Rafaela,Mediano productor,2024-08-15
440,Cliente 440,Contratista,salta,Güemes,Mediano productor,2024-07-09
441,Cliente 441,Empresa Agro,Salta,Metán,Mediano productor,2024-09-21
442,Cliente 442,Productor,Córdoba,Villa María,Mediano productor,s/d
443,Cliente 443,Productor,salta,Güemes,Gran productor,s/d
444,Cliente 444,Productor,Santiago del Estero,Quimilí,Mediano productor,2024-05-31
445,Cliente 445,Contratista,Santa Fe,Rosario,Mediano productor,s/d
446,Cliente 446,Productor,chaco,Villa Ángela,Pequeño productor,2024.01.09
447,Cliente 447,Contratista,Santa Fe,Rafaela,Mediano productor,2024-09-08
448,Cliente 448,Productor,Salta,Metán,Mediano productor,2024-06-18
449,Cliente 449,Productor,Santa Fe,Rosario,Gran productor,s/d
450,Cliente 450,Contratista,salta,Güemes,Gran productor,2024-09-11
451,Cliente 451,Productor,Chaco ,Villa Ángela,,2024.12.23
452,Cliente 452,Empresa Agro,Córdoba,Villa María,Contratista,s/d
453,Cliente 453,Empresa Agro,Santa Fe,Rafaela,Gran productor,2024-10-04
454,Cliente 454,Productor,Chaco,Charata,Gran productor,2024-06-17
455,Cliente 455,Contratista,Santiago del Estero,Bandera,Contratista,2024-06-08
456,Cliente 456,Productor,salta,Metán,Pequeño productor,2024.08.07
457,Cliente 457,Empresa Agro,Santiago del Estero,Quimilí,,s/d
458,Cliente 458,Empresa Agro,CBA,Río Cuarto,,2024-05-22
459,Cliente 459,Empresa Agro,Salta,Metán,Gran productor,2024-04-18
460,Cliente 460,Empresa Agro,CHAco,Charata,Pequeño productor,2024-06-17
461,Cliente 461,Empresa Agro,Salta,Metán,Gran productor,2024-10-15
462,Cliente 462,Empresa Agro,Santa Fe,Rosario,Gran productor,2024-04-14
463,Cliente 463,Contratista,Cordoba,Río Cuarto,Gran productor,2024-09-06
464,Cliente 464,Empresa Agro,Sal Ta,Metán,Gran productor,2024-10-07
465,Cliente 465,Contratista,Cordoba,Río Cuarto,Gran productor,2024-10-01
466,Cliente 466,Productor,Chaco ,Charata,Mediano productor,2024-07-12
467,Cliente 467,Productor,Córdoba,Río Cuarto,Mediano productor,2024-07-05
468,Cliente 468,Contratista,Cordoba,Río Cuarto,Mediano productor,2024-08-07
469,Cliente 469,Contratista,Salta,Güemes,Contratista,2024-05-26
470,Cliente 470,Empresa Agro,Córdoba,Río Cuarto,Pequeño productor,2024-07-01
471,Cliente 471,Empresa Agro,Santa Fe,Rosario,Contratista,2024-03-08
472,Cliente 472,Contratista,CHAco,Villa Ángela,Mediano productor,2024-01-31
473,Cliente 473,Productor,Santa Fe,Rafaela,,2024-09-17
474,Cliente 474,Productor,Chaco,Villa Ángela,contratista,2024-10-17
475,Cliente 475,Empresa Agro,Chaco,Resistencia,Mediano productor,s/d
476,Cliente 476,Contratista,Chaco,Villa Ángela,Pequeño productor,2024-06-05
477,Cliente 477,Empresa Agro,Córdoba,Villa María,Gran productor,2024-08-13
478,Cliente 478,Empresa Agro,Santa Fe,Rafaela,Mediano productor,2024-03-12
479,Cliente 479,Productor,CHAco,Resistencia,Gran productor,2024-12-19
480,Cliente 480,Contratista,Santa Fe,Rafaela,Mediano productor,2024-05-13
481,Cliente 481,Contratista,Santiago del Estero,Quimilí,Contratista,2024-03-18
482,Cliente 482,Contratista,Santa fé,Rosario,Gran productor,2024.08.16
483,Cliente 483,Contratista,Santiago del Estero,Bandera,Mediano productor,2024-06-28
484,Cliente 484,Empresa Agro,Santa Fe,Rosario,Contratista,2024-10-11
485,Cliente 485,Productor,Córdoba,Río Cuarto,Gran productor,2024-01-12
486,Cliente 486,Productor,Chaco,Charata,Mediano productor,2024.07.25
487,Cliente 487,Empresa Agro,Córdoba,Río Cuarto,Pequeño productor,2024-10-02
488,Cliente 488,Productor,santa fe,Rafaela,Mediano productor,2024-12-24
489,Cliente 489,Productor,chaco,Villa Ángela,Contratista,2024-05-25
490,Cliente 490,Productor,Santa Fe,Rosario,Gran productor,2024-01-21
491,Cliente 491,Productor,Salta,Metán,Pequeño productor,2024-01-03
492,Cliente 492,Empresa Agro,Córdoba,Villa María,,s/d
493,Cliente 493,Contratista,Santiago del Estero,Quimilí,Mediano productor,2024-12-26
494,Cliente 494,Contratista,CHAco,Resistencia,Contratista,s/d
495,Cliente 495,Contratista,Salta,Güemes,Pequeño productor,2024-11-26
496,Cliente 496,Empresa Agro,Chcao,Villa Ángela,Pequeño productor,2024.09.26
497,Cliente 497,Empresa Agro,Córdoba,Villa María,Pequeño productor,s/d
498,Cliente 498,Empresa Agro,SANTIAGO,Bandera,Pequeño productor,2024-02-01
499,Cliente 499,Productor,Sta Fe,Rafaela,Pequeño productor,2024-09-02
500,Cliente 500,Productor,Cordoba,Río Cuarto,Gran productor,s/d
501,Cliente 501,Productor,Córdoba,Río Cuarto,Mediano productor,2024-09-20
502,Cliente 502,Empresa Agro,Santa Fe,Rafaela,Gran productor,2024-01-06
503,Cliente 503,Empresa Agro,Cordoba,Río Cuarto,Gran productor,2024-07-27
504,Cliente 504,Productor,Santiago del Estero,Quimilí,Mediano productor,2024-12-23
505,Cliente 505,Empresa Agro,Chaco,Charata,Mediano productor,2024-11-01
506,Cliente 506,Productor,Salta,Güemes,Mediano productor,2024-08-22
507,Cliente 507,Contratista,Santa fé,Rosario,Pequeño productor,2024-07-26
508,Cliente 508,Productor,salta,Metán,Contratista,2024-02-28
509,Cliente 509,Empresa Agro,Santa Fe,Rafaela,Contratista,2024-11-19
510,Cliente 510,Contratista,Sal Ta,Güemes,Mediano productor,2024-10-12
511,Cliente 511,Contratista,SANTIAGO,Quimilí,Mediano productor,2024-09-16
512,Cliente 512,Contratista,Santa Fe,Rafaela,Mediano productor,s/d
513,Cliente 513,Empresa Agro,Córdoba,Villa María,Pequeño productor,2024-02-27
514,Cliente 514,Productor,SANTIAGO,Bandera,Pequeño productor,2024-06-01
515,Cliente 515,Empresa Agro,Salta,Güemes,Pequeño productor,2024-01-02
516,Cliente 516,Contratista,Chaco,Resistencia,Gran productor,2024-03-21
517,Cliente 517,Empresa Agro,Cordoba,Villa María,Contratista,2024-03-25
518,Cliente 518,Empresa Agro,Santa Fe,Rosario,Contratista,2024-08-05
519,Cliente 519,Productor,Córdoba,Río Cuarto,Pequeño productor,s/d
520,Cliente 520,Contratista,Santa Fe,Rafaela,Pequeño productor,2024-06-05
521,Cliente 521,Contratista,SANTIAGO,Bandera,Pequeño productor,2024-03-04
522,Cliente 522,Contratista,Santiago del Estero,Bandera,,2024.08.04
523,Cliente 523,Empresa Agro,Córdoba,Villa María,Pequeño productor,2024-10-25
524,Cliente 524,Productor,Salta,Metán,Contratista,2024-05-25
525,Cliente 525,Empresa Agro,Salta,Güemes,Gran productor,2024-04-01
526,Cliente 526,Productor,Santa Fe,Rafaela,,2024-11-05
527,Cliente 527,Contratista,Santiago del Estero,Bandera,Pequeño productor,s/d
528,Cliente 528,Empresa Agro,cordoba,Villa María,Contratista,2024-09-22
529,Cliente 529,Empresa Agro,Salta,Metán,Pequeño productor,2024-06-17
530,Cliente 530,Contratista,Cordoba,Río Cuarto,Gran productor,2024-07-15
531,Cliente 531,Contratista,Salta,Güemes,Pequeño productor,2024-10-21
532,Cliente 532,Empresa Agro,Salta,Güemes,Pequeño productor,2024-05-18
533,Cliente 533,Empresa Agro,salta,Güemes,Prod.,2024-02-06
534,Cliente 534,Empresa Agro,Santiago del Estero,Quimilí,,2024-09-29
535,Cliente 535,Productor,Chaco,Villa Ángela,Contratista,2024-07-20
536,Cliente 536,Empresa Agro,Córdoba,Villa María,Gran productor,2024-06-26
537,Cliente 537,Productor,Chaco ,Villa Ángela,,2024-07-21
538,Cliente 538,Empresa Agro,Salta,Metán,Contratista,2024-04-21
539,Cliente 539,Empresa Agro,Sta Fe,Rafaela,Gran productor,2024.11.13
540,Cliente 540,Empresa Agro,Santa Fe,Rafaela,Gran productor,s/d
541,Cliente 541,Productor,Chaco,Charata,Gran productor,2024-01-12
542,Cliente 542,Empresa Agro,Córdoba,Villa María,Gran productor,2024-09-14
543,Cliente 543,Empresa Agro,Sta Fe,Rosario,contratista,2024-02-23
544,Cliente 544,Productor,Salta,Güemes,Gran productor,2024-02-23
545,Cliente 545,Productor,Santa Fe,Rafaela,Pequeño productor,2024-11-17
546,Cliente 546,Contratista,cordoba,Río Cuarto,,2024-06-11
547,Cliente 547,Productor,Santiago del Estero,Bandera,Contratista,s/d
548,Cliente 548,Productor,Salta,Metán,Mediano productor,2024-04-29
549,Cliente 549,Productor,Salta,Güemes,Mediano productor,s/d
550,Cliente 550,Empresa Agro,Córdoba,Río Cuarto,,2024-09-10
551,Cliente 551,Empresa Agro,Santa Fe,Rosario,Gran productor,2024-04-24
552,Cliente 552,Empresa Agro,Santa Fe,Rosario,Gran productor,2024-09-22
553,Cliente 553,Productor,Chaco,Villa Ángela,Mediano productor,2024-04-15
554,Cliente 554,Empresa Agro,Córdoba,Villa María,Contratista,s/d
555,Cliente 555,Productor,CHAco,Resistencia,Mediano productor,2024-08-20
556,Cliente 556,Productor,Santa Fe,Rosario,Contratista,2024.08.06
557,Cliente 557,Empresa Agro,Córdoba,Villa María,Pequeño productor,s/d
558,Cliente 558,Productor,Santa Fe,Rafaela,Contratista,s/d
559,Cliente 559,Empresa Agro,Chaco,Charata,Gran productor,2024.02.17
560,Cliente 560,Productor,Chaco ,Charata,Mediano productor,2024-06-08
561,Cliente 561,Productor,Santiago del Estero,Quimilí,Contratista,2024-04-28
562,Cliente 562,Empresa Agro,Sal Ta,Güemes,Prod.,s/d
563,Cliente 563,Contratista,Córdoba,Río Cuarto,Gran productor,2024.04.12
564,Cliente 564,Contratista,Chaco,Resistencia,Gran productor,2024-04-14
565,Cliente 565,Productor,Salta,Güemes,Mediano productor,2024.12.09
566,Cliente 566,Productor,CBA,Villa María,Pequeño productor,2024-07-10
567,Cliente 567,Empresa Agro,Chaco,Resistencia,Contratista,2024.02.19
568,Cliente 568,Contratista,Sal Ta,Güemes,Gran productor,2024-06-08
569,Cliente 569,Contratista,Córdoba,Río Cuarto,Gran productor,2024-12-22
570,Cliente 570,Productor,Chaco,Charata,Gran productor,2024-01-28
571,Cliente 571,Productor,Santiago del Estero,Bandera,Gran productor,s/d
572,Cliente 572,Empresa Agro,Santa Fe,Rafaela,Pequeño productor,2024-07-08
573,Cliente 573,Contratista,Córdoba,Villa María,Gran productor,2024-02-27
574,Cliente 574,Contratista,Córdoba,Río Cuarto,,2024-02-21
575,Cliente 575,Empresa Agro,Salta,Metán,Pequeño productor,2024-05-20
576,Cliente 576,Productor,Santa fé,Rafaela,Contratista,2024-04-09
577,Cliente 577,Contratista,Santiago del Estero,Bandera,Mediano productor,2024-08-30
578,Cliente 578,Contratista,Santa Fe,Rafaela,Pequeño productor,2024-10-12
579,Cliente 579,Productor,cordoba,Río Cuarto,,s/d
580,Cliente 580,Contratista,Córdoba,Río Cuarto,Contratista,2024-01-13
581,Cliente 581,Productor,Salta,Metán,Mediano productor,2024-10-16
582,Cliente 582,Productor,Santiago del Estero,Quimilí,Pequeño productor,2024-09-28
583,Cliente 583,Empresa Agro,Córdoba,Río Cuarto,,2024-11-16
584,Cliente 584,Empresa Agro,CHAco,Charata,Pequeño productor,2024-06-06
585,Cliente 585,Contratista,Santiago del Estero,Bandera,Pequeño productor,2024-02-21
586,Cliente 586,Productor,Salta,Metán,Mediano productor,2024-11-14
587,Cliente 587,Empresa Agro,salta,Güemes,Prod.,2024-04-16
588,Cliente 588,Empresa Agro,Chaco ,Resistencia,Pequeño productor,s/d
589,Cliente 589,Empresa Agro,Salta,Güemes,Gran productor,2024-12-13
590,Cliente 590,Contratista,Santa Fe,Rafaela,Mediano productor,2024-10-25
591,Cliente 591,Empresa Agro,Córdoba,Villa María,Pequeño productor,2024-10-25
592,Cliente 592,Contratista,Sal Ta,Metán,Contratista,2024-03-10
593,Cliente 593,Empresa Agro,Salta,Metán,Contratista,2024-12-06
594,Cliente 594,Empresa Agro,Santa Fe,Rafaela,Pequeño productor,2024.11.06
595,Cliente 595,Contratista,Córdoba,Río Cuarto,Gran productor,2024-08-26
596,Cliente 596,Contratista,Córdoba,Villa María,Mediano productor,2024-05-10
597,Cliente 597,Contratista,Córdoba,Villa María,Mediano productor,2024-08-03
598,Cliente 598,Productor,Chaco,Villa Ángela,Contratista,2024-08-24
599,Cliente 599,Productor,Santiago del Estero,Quimilí,Contratista,2024-02-19
600,Cliente 600,Contratista,Córdoba,Río Cuarto,Pequeño productor,2024-12-29
601,Cliente 601,Contratista,Santa fé,Rosario,Pequeño productor,2024-11-23
602,Cliente 602,Productor,salta,Metán,Pequeño productor,s/d
603,Cliente 603,Empresa Agro,Córdoba,Río Cuarto,Pequeño productor,2024.03.27
604,Cliente 604,Contratista,salta,Metán,Mediano productor,2024-01-09
605,Cliente 605,Empresa Agro,CHAco,Charata,Pequeño productor,2024.06.20
606,Cliente 606,Contratista,Cordoba,Río Cuarto,Contratista,2024-09-11
607,Cliente 607,Empresa Agro,Santa Fe,Rosario,Pequeño productor,2024-09-21
608,Cliente 608,Contratista,Santiago del Estero,Bandera,Pequeño productor,2024.03.29
609,Cliente 609,Empresa Agro,Santa Fe,Rosario,Prod.,2024-12-21
610,Cliente 610,Empresa Agro,Sgo.,Quimilí,Pequeño productor,2024-01-29
611,Cliente 611,Contratista,Salta,Güemes,Gran productor,2024-10-14
612,Cliente 612,Productor,sgo del estero,Bandera,Mediano productor,2024-12-21
613,Cliente 613,Contratista,CBA,Río Cuarto,Gran productor,2024-12-16
614,Cliente 614,Productor,CHAco,Resistencia,Mediano productor,2024-02-22
615,Cliente 615,Empresa Agro,Salta,Güemes,Pequeño productor,2024-04-22
616,Cliente 616,Empresa Agro,Santiago del Estero,Quimilí,Pequeño productor,2024-05-22
617,Cliente 617,Productor,Córdoba,Río Cuarto,Gran productor,2024-07-31
618,Cliente 618,Productor,Chaco,Villa Ángela,Contratista,2024-08-18
619,Cliente 619,Productor,Córdoba,Río Cuarto,Pequeño productor,s/d
620,Cliente 620,Productor,santa fe,Rafaela,Pequeño productor,2024-10-23
621,Cliente 621,Empresa Agro,Córdoba,Villa María,Contratista,2024-08-29
622,Cliente 622,Productor,Santiago del Estero,Quimilí,Pequeño productor,2024-04-18
623,Cliente 623,Productor,Santiago del Estero,Quimilí,Mediano productor,2024-10-31
624,Cliente 624,Empresa Agro,Salta,Metán,Gran productor,2024-07-22
625,Cliente 625,Contratista,Córdoba,Villa María,Gran productor,2024-02-05
626,Cliente 626,Empresa Agro,Santa Fe,Rosario,Contratista,2024-11-10
627,Cliente 627,Empresa Agro,Chcao,Resistencia,Contratista,s/d
628,Cliente 628,Productor,Sta Fe,Rafaela,Pequeño productor,2024-02-10
629,Cliente 629,Contratista,Salta,Güemes,Contratista,2024.01.15
630,Cliente 630,Productor,salta,Metán,Pequeño productor,2024-05-10
631,Cliente 631,Productor,Córdoba,Río Cuarto,Gran productor,2024-01-31
632,Cliente 632,Productor,Santa Fe,Rosario,Pequeño productor,2024-06-26
633,Cliente 633,Productor,Córdoba,Villa María,Mediano productor,2024-03-09
634,Cliente 634,Contratista,Salta,Güemes,Contratista,2024-05-12
635,Cliente 635,Productor,Salta,Güemes,,s/d
636,Cliente 636,Empresa Agro,Chaco,Resistencia,Contratista,2024-12-26
637,Cliente 637,Empresa Agro,Santa Fe,Rosario,Contratista,2024.07.29
638,Cliente 638,Contratista,Santa Fe,Rafaela,,2024-09-29
639,Cliente 639,Productor,Salta,Metán,Pequeño productor,2024.10.29
640,Cliente 640,Contratista,sgo del estero,Quimilí,Contratista,2024-12-10
641,Cliente 641,Contratista,Santa Fe,Rosario,Mediano productor,2024-08-03
642,Cliente 642,Empresa Agro,Sal Ta,Metán,Gran productor,s/d
643,Cliente 643,Contratista,Santa Fe,Rosario,Pequeño productor,2024-01-15
644,Cliente 644,Empresa Agro,Santa Fe,Rafaela,Pequeño productor,2024-01-10
645,Cliente 645,Contratista,Chaco,Villa Ángela,Gran productor,2024-06-24
646,Cliente 646,Productor,Santiago del Estero,Bandera,Gran productor,2024-04-17
647,Cliente 647,Contratista,santa fe,Rosario,Contratista,2024-04-05
648,Cliente 648,Contratista,Santa Fe,Rosario,Mediano productor,2024.03.02
649,Cliente 649,Empresa Agro,Chaco,Charata,Pequeño productor,2024-02-22
650,Cliente 650,Empresa Agro,Salta,Güemes,Pequeño productor,2024-10-15
651,Cliente 651,Empresa Agro,Chaco,Charata,Pequeño productor,2024-01-14
652,Cliente 652,Productor,Córdoba,Villa María,Mediano productor,2024-02-07
653,Cliente 653,Productor,Córdoba,Río Cuarto,Gran productor,2024-07-19
654,Cliente 654,Productor,Sgo.,Bandera,contratista,2024-02-18
655,Cliente 655,Empresa Agro,Salta,Güemes,Gran productor,2024-04-18
656,Cliente 656,Empresa Agro,SANTIAGO,Bandera,Contratista,2024-06-26
657,Cliente 657,Empresa Agro,salta,Metán,Gran productor,2024-03-27
658,Cliente 658,Contratista,salta,Metán,Gran productor,2024-01-28
659,Cliente 659,Productor,Chaco,Charata,Pequeño productor,2024-10-16
660,Cliente 660,Contratista,Chaco,Charata,Gran productor,2024-09-19
661,Cliente 661,Productor,Córdoba,Villa María,Gran productor,2024-03-22
662,Cliente 662,Contratista,Córdoba,Villa María,Mediano productor,2024-11-20
663,Cliente 663,Contratista,Chaco,Charata,Contratista,2024-11-17
664,Cliente 664,Empresa Agro,Chaco,Charata,Gran productor,2024-01-14
665,Cliente 665,Contratista,Cordoba,Río Cuarto,Contratista,2024-01-09
666,Cliente 666,Productor,cordoba,Río Cuarto,Gran productor,2024-05-02
667,Cliente 667,Empresa Agro,Córdoba,Villa María,,s/d
668,Cliente 668,Productor,Córdoba,Río Cuarto,,2024-05-13
669,Cliente 669,Productor,Salta,Metán,Contratista,2024-01-30
670,Cliente 670,Contratista,Cordoba,Río Cuarto,Gran productor,2024-04-08
671,Cliente 671,Productor,Salta,Güemes,Mediano productor,2024-01-19
672,Cliente 672,Contratista,Salta,Metán,Pequeño productor,2024-11-12
673,Cliente 673,Empresa Agro,SANTIAGO,Bandera,Pequeño productor,2024.02.10
674,Cliente 674,Productor,santa fe,Rafaela,Mediano productor,2024-10-13
675,Cliente 675,Contratista,salta,Güemes,Gran productor,s/d
676,Cliente 676,Contratista,Cordoba,Río Cuarto,Pequeño productor,2024-07-19
677,Cliente 677,Contratista,Chaco,Resistencia,Gran productor,2024-01-14
678,Cliente 678,Productor,Santa Fe,Rosario,Mediano productor,2024-08-30
679,Cliente 679,Empresa Agro,Salta,Metán,Mediano productor,2024-01-17
680,Cliente 680,Contratista,Salta,Güemes,Pequeño productor,2024-03-19
681,Cliente 681,Contratista,Santiago del Estero,Quimilí,Contratista,2024-07-18
682,Cliente 682,Contratista,Santa Fe,Rosario,Pequeño productor,2024-10-08
683,Cliente 683,Productor,Chaco,Resistencia,Pequeño productor,s/d
684,Cliente 684,Productor,CHAco,Resistencia,Gran productor,s/d
685,Cliente 685,Empresa Agro,Santiago del Estero,Bandera,Gran productor,2024-07-09
686,Cliente 686,Empresa Agro,Salta,Metán,Mediano productor,2024-12-29
687,Cliente 687,Empresa Agro,cordoba,Villa María,Contratista,s/d
688,Cliente 688,Empresa Agro,Córdoba,Villa María,Gran productor,2024-08-28
689,Cliente 689,Productor,Santa Fe,Rosario,Gran productor,2024-06-16
690,Cliente 690,Empresa Agro,Córdoba,Río Cuarto,Gran productor,2024-04-14
691,Cliente 691,Empresa Agro,Córdoba,Villa María,Pequeño productor,2024-10-25
692,Cliente 692,Contratista,Santa fé,Rafaela,Mediano productor,2024.07.26
693,Cliente 693,Contratista,Córdoba,Río Cuarto,Pequeño productor,2024.10.08
694,Cliente 694,Contratista,salta,Metán,Mediano productor,2024-03-24
695,Cliente 695,Contratista,Salta,Metán,Contratista,2024-06-13
696,Cliente 696,Contratista,Sgo.,Bandera,,2024.05.08
697,Cliente 697,Contratista,Santiago del Estero,Bandera,Contratista,2024-05-22
698,Cliente 698,Productor,santa fe,Rafaela,Pequeño productor,2024-04-14
699,Cliente 699,Contratista,Salta,Metán,Contratista,2024-06-17
700,Cliente 700,Empresa Agro,Santiago del Estero,Quimilí,Contratista,s/d
701,Cliente 701,Productor,Chaco,Charata,Mediano productor,2024-02-15
702,Cliente 702,Productor,Chaco,Villa Ángela,Mediano productor,2024-08-15
703,Cliente 703,Productor,santa fe,Rafaela,Pequeño productor,2024-02-08
704,Cliente 704,Productor,sgo del estero,Bandera,Gran productor,2024-09-05
705,Cliente 705,Productor,Chaco,Villa Ángela,Pequeño productor,2024-08-01
706,Cliente 706,Contratista,Salta,Güemes,Mediano productor,2024-09-11
707,Cliente 707,Productor,Sta Fe,Rafaela,Pequeño productor,2024-03-29
708,Cliente 708,Contratista,Santa Fe,Rafaela,Pequeño productor,2024-06-26
709,Cliente 709,Contratista,Santiago del Estero,Bandera,Gran productor,2024-11-04
710,Cliente 710,Productor,Córdoba,Río Cuarto,Gran productor,2024-11-30
711,Cliente 711,Empresa Agro,sgo del estero,Bandera,Contratista,2024-11-21
