VentaID,FechaVenta,ClienteID,EmpleadoID,SucursalID,ProductoID,Cantidad,PrecioUnitario,ImporteTotal,CanalVenta,MedioPago,Moneda,Year,Month
1118,2024-11-28,839,54,2,1129,5,1589130,7945650,Online,Tarjeta débito,USD,2024,11
1119,2023-10-19,288,53,4,1219,4,289080,1156320,Online,Tarjeta crédito,ARS,2023,10
1120,2023-05-23,111,19,1,1271,1,181120,181120,Online,Tarjeta crédito,ARS,2023,5
1121,2024-12-01,629,57,4,1022,2,326090,652180,Mostrador,Tarjeta débito,ARS,2024,12
1122,2024-12-19,97,16,1,1178,2,226020,452040,Campo,Tarjeta crédito,ARS,2024,12
1123,2024-11-24,940,43,1,1048,1,298470,298470,Teléfono,Transferencia,ARS,2024,11
1124,2024-11-09,282,11,3,1117,4,115120,460480,Mostrador,Tarjeta débito,ARS,2024,11
1125,2024-06-19,701,47,1,1214,1,146210,146210,Mostrador,Efectivo,ARS,2024,6
1126,2024-02-26,600,6,4,1179,4,182110,728440,Teléfono,Tarjeta débito,ARS,2024,2
1127,2023-04-06,307,9,4,1273,1,406720,406720,Teléfono,Efectivo,USD,2023,4
1128,2023-12-07,87,51,1,1167,1,238920,238920,Teléfono,Cheque,ARS,2023,12
1129,2023-11-27,26,59,2,1048,1,57920,57920,Teléfono,Transferencia,ARS,2023,11
1130,2023-10-12,380,40,4,1179,2,255900,511800,Teléfono,Efectivo,ARS,2023,10
1131,2024-09-02,429,38,4,1049,2,169130,338260,Mostrador,Efectivo,USD,2024,9
1132,2023-12-30,31,5,1,1068,1,4256710,4256710,Mostrador,Efectivo,ARS,2023,12
1133,2023-03-30,126,47,1,1255,2,429580,859160,Teléfono,Efectivo,USD,2023,3
1134,2023-08-30,198,36,4,1030,1,81680,81680,Campo,Tarjeta crédito,ARS,2023,8
1135,2024-07-20,301,41,3,1085,1,310780,310780,Teléfono,Efectivo,USD,2024,7
1136,2023-03-25,31,15,1,1277,1,114760,114760,Campo,Tarjeta débito,ARS,2023,3
1137,2024-11-21,367,52,1,1034,2,2545770,5091540,Online,Efectivo,ARS,2024,11
1138,2023-12-30,317,38,4,1214,1,35120,35120,Teléfono,Tarjeta débito,ARS,2023,12
1139,2023-12-26,232,6,4,1098,1,2543310,2543310,Mostrador,Tarjeta crédito,ARS,2023,12
1140,2024-04-11,45,38,4,1076,2,399490,798980,Campo,Tarjeta débito,USD,2024,4
1141,2024-11-13,493,40,4,1175,1,4089840,4089840,Mostrador,Tarjeta débito,ARS,2024,11
1142,2023-11-20,316,27,4,1143,1,2207890,2207890,Teléfono,Tarjeta débito,ARS,2023,11
1143,2024-07-14,189,47,1,1249,1,50070,50070,Online,Transferencia,USD,2024,7
1144,2024-03-13,52,36,4,1127,1,55880,55880,Online,Transferencia,USD,2024,3
1145,2023-10-20,52,43,1,1134,3,1852020,5556060,Online,Tarjeta débito,USD,2023,10
1146,2024-11-28,332,53,4,1178,3,303390,910170,Teléfono,Tarjeta crédito,USD,2024,11
1147,2024-11-06,499,8,2,1228,4,1938630,7754520,Mostrador,Tarjeta crédito,ARS,2024,11
1148,2024-06-23,977,49,1,1063,1,259100,259100,Online,Tarjeta débito,ARS,2024,6
1149,2024-11-21,318,25,4,1268,2,19260,38520,Mostrador,Cheque,USD,2024,11
1150,2024-11-25,410,13,4,1258,2,3978610,7957220,Mostrador,Efectivo,USD,2024,11
1151,2024-08-17,323,2,1,1144,2,123620,247240,Teléfono,Tarjeta débito,USD,2024,8
1152,2024-11-17,591,23,3,1212,3,2972000,8916000,Campo,Efectivo,ARS,2024,11
1153,2024-08-05,561,2,1,1052,2,265870,531740,Teléfono,Transferencia,ARS,2024,8
1154,2024-07-17,230,32,1,1212,4,2342400,9369600,Mostrador,Transferencia,ARS,2024,7
1155,2024-05-10,344,36,4,1099,4,2426320,9705280,Online,Tarjeta crédito,USD,2024,5
1156,2024-10-04,371,52,1,1135,2,5602570,11205140,Campo,Cheque,ARS,2024,10
1157,2023-06-23,44,9,4,1045,1,180630,180630,Mostrador,Transferencia,USD,2023,6
1158,2024-11-29,292,49,1,1042,1,2053490,2053490,Teléfono,Efectivo,USD,2024,11
1159,2024-11-26,437,24,3,1079,1,170930,170930,Mostrador,Efectivo,ARS,2024,11
1160,2023-02-02,247,1,4,1057,5,2594070,12970350,Teléfono,Tarjeta crédito,ARS,2023,2
1161,2024-11-14,940,16,1,1033,5,119910,599550,Mostrador,Cheque,USD,2024,11
1162,2023-05-22,219,14,1,1114,1,38350,38350,Campo,Efectivo,USD,2023,5
1163,2023-11-16,22,9,4,1300,1,62500,62500,Online,Efectivo,USD,2023,11
1164,2024-09-24,642,46,4,1114,3,377020,1131060,Online,Efectivo,ARS,2024,9
1165,2023-06-26,7,15,1,1056,3,2775130,8325390,Online,Transferencia,USD,2023,6
1166,2024-11-12,784,45,2,1044,1,181940,181940,Online,Tarjeta débito,ARS,2024,11
1167,2024-11-15,472,32,1,1212,4,376460,1505840,Campo,Tarjeta débito,USD,2024,11
1168,2024-01-09,350,32,1,1214,1,430980,430980,Mostrador,Tarjeta crédito,USD,2024,1
1169,2023-01-08,44,59,2,1034,1,201120,201120,Mostrador,Tarjeta crédito,ARS,2023,1
1170,2023-11-03,240,52,1,1270,1,355370,355370,Campo,Tarjeta crédito,USD,2023,11
1171,2024-05-08,878,6,4,1196,5,162620,813100,Mostrador,Efectivo,ARS,2024,5
1172,2024-12-26,65,1,4,1125,2,1581900,3163800,Online,Cheque,ARS,2024,12
1173,2024-05-25,246,13,4,1079,2,3233800,6467600,Teléfono,Efectivo,ARS,2024,5
1174,2023-10-13,73,4,4,1255,2,5146700,10293400,Online,Cheque,USD,2023,10
1175,2024-05-27,71,53,4,1145,1,3273600,3273600,Mostrador,Transferencia,USD,2024,5
1176,2024-02-14,709,55,2,1083,1,54350,54350,Teléfono,Tarjeta débito,ARS,2024,2
1177,2024-11-01,701,58,3,1230,1,71900,71900,Mostrador,Efectivo,ARS,2024,11
1178,2023-04-28,158,53,4,1137,5,196120,980600,Online,Tarjeta débito,USD,2023,4
1179,2024-10-13,938,18,3,1027,1,3287870,3287870,Campo,Tarjeta débito,USD,2024,10
1180,2024-02-15,475,15,1,1177,1,3054210,3054210,Mostrador,Transferencia,USD,2024,2
1181,2024-12-21,842,36,4,1207,2,285170,570340,Mostrador,Transferencia,USD,2024,12
1182,2023-11-18,25,27,4,1135,4,324830,1299320,Online,Tarjeta crédito,ARS,2023,11
1183,2024-05-25,850,4,4,1026,4,126810,507240,Teléfono,Transferencia,ARS,2024,5
1184,2024-12-13,583,31,3,1213,4,1759450,7037800,Teléfono,Tarjeta débito,USD,2024,12
1185,2023-04-23,313,57,4,1037,1,264450,264450,Teléfono,Tarjeta crédito,ARS,2023,4
1186,2024-12-14,223,33,4,1293,1,119980,119980,Online,Cheque,ARS,2024,12
1187,2024-07-25,160,14,1,1179,3,2630440,7891320,Campo,Efectivo,USD,2024,7
1188,2023-03-16,306,6,4,1160,1,2191920,2191920,Campo,Efectivo,ARS,2023,3
1189,2023-11-07,75,35,1,1012,3,134640,403920,Campo,Tarjeta crédito,USD,2023,11
1190,2024-08-16,138,10,3,1169,2,3992950,7985900,Online,Cheque,ARS,2024,8
1191,2023-03-15,41,60,3,1110,5,152750,763750,Online,Efectivo,USD,2023,3
1192,2024-03-31,303,14,1,1080,2,68730,137460,Campo,Efectivo,ARS,2024,3
1193,2023-11-19,398,32,1,1014,5,2879950,14399750,Teléfono,Tarjeta débito,USD,2023,11
1194,2024-05-13,387,41,3,1054,5,38880,194400,Teléfono,Tarjeta crédito,USD,2024,5
1195,2023-02-20,334,35,1,1254,5,143170,715850,Campo,Tarjeta débito,USD,2023,2
1196,2024-11-26,309,20,1,1065,3,3654310,10962930,Online,Tarjeta débito,USD,2024,11
1197,2024-12-24,528,40,4,1058,1,212690,212690,Teléfono,Tarjeta crédito,ARS,2024,12
1198,2024-12-23,887,30,1,1096,1,164130,164130,Teléfono,Cheque,USD,2024,12
1199,2024-10-01,701,48,2,1021,5,352990,1764950,Teléfono,Tarjeta crédito,ARS,2024,10
1200,2023-05-23,28,53,4,1260,1,5411390,5411390,Teléfono,Tarjeta crédito,USD,2023,5
1201,2024-10-10,163,19,1,1073,5,1958570,9792850,Mostrador,Efectivo,USD,2024,10
1202,2023-01-27,386,49,1,1248,1,39110,39110,Campo,Cheque,USD,2023,1
1203,2023-01-25,317,37,3,1127,1,2607130,2607130,Mostrador,Tarjeta crédito,USD,2023,1
1204,2023-11-13,55,13,4,1046,4,79500,318000,Online,Tarjeta crédito,ARS,2023,11
1205,2023-12-29,274,4,4,1268,1,325530,325530,Online,Efectivo,ARS,2023,12
1206,2024-10-24,455,27,4,1128,5,5018840,25094200,Teléfono,Cheque,USD,2024,10
1207,2024-07-20,305,1,4,1030,4,195130,780520,Mostrador,Transferencia,USD,2024,7
1208,2023-12-17,102,19,1,1094,1,3642100,3642100,Online,Efectivo,ARS,2023,12
1209,2023-10-28,42,49,1,1224,1,194390,194390,Teléfono,Cheque,ARS,2023,10
1210,2024-12-31,775,15,1,1116,1,378360,378360,Campo,Tarjeta débito,USD,2024,12
1211,2023-12-11,388,14,1,1100,3,359130,1077390,Teléfono,Tarjeta débito,ARS,2023,12
1212,2023-12-18,171,40,4,1071,3,130030,390090,Mostrador,Transferencia,ARS,2023,12
1213,2023-06-29,208,3,3,1081,1,365610,365610,Campo,Cheque,ARS,2023,6
1214,2024-11-05,315,49,1,1300,4,4456710,17826840,Campo,Tarjeta débito,USD,2024,11
1215,2024-07-31,49,25,4,1108,1,144220,144220,Teléfono,Transferencia,ARS,2024,7
1216,2023-08-31,60,47,1,1102,1,1754260,1754260,Online,Transferencia,USD,2023,8
1217,2023-04-01,6,20,1,1091,3,5036990,15110970,Online,Tarjeta crédito,USD,2023,4
1218,2024-07-17,148,40,4,1016,4,2597460,10389840,Online,Transferencia,USD,2024,7
1219,2024-06-18,799,2,1,1110,5,2194210,10971050,Campo,Tarjeta crédito,USD,2024,6
1220,2023-10-27,211,35,1,1263,1,5411390,5411390,Online,Transferencia,ARS,2023,10
1221,2024-12-18,372,2,1,1160,4,122240,488960,Teléfono,Tarjeta crédito,ARS,2024,12
1222,2023-06-15,150,20,1,1253,4,83140,332560,Online,Efectivo,USD,2023,6
1223,2023-12-13,85,40,4,1089,4,91030,364120,Online,Tarjeta crédito,ARS,2023,12
1224,2024-12-16,978,46,4,1095,5,213380,1066900,Online,Efectivo,USD,2024,12
1225,2023-12-10,160,19,1,1272,1,399540,399540,Campo,Tarjeta débito,ARS,2023,12
1226,2024-06-01,47,20,1,1247,1,1972200,1972200,Teléfono,Tarjeta crédito,ARS,2024,6
1227,2023-12-04,162,53,4,1206,3,5851930,17555790,Teléfono,Cheque,ARS,2023,12
1228,2023-10-28,155,33,4,1133,3,38950,116850,Campo,Efectivo,USD,2023,10
1229,2024-12-27,230,21,1,1228,5,75670,378350,Teléfono,Efectivo,USD,2024,12
1230,2023-12-07,300,30,1,1286,5,36660,183300,Online,Efectivo,USD,2023,12
1231,2024-12-02,158,53,4,1248,1,4309600,4309600,Online,Transferencia,USD,2024,12
1232,2023-09-10,161,23,3,1067,4,220320,881280,Online,Tarjeta crédito,USD,2023,9
1233,2023-08-22,247,30,1,1046,1,3313130,3313130,Teléfono,Tarjeta crédito,USD,2023,8
1234,2023-02-04,56,29,3,1043,1,170850,170850,Online,Efectivo,USD,2023,2
1235,2024-06-15,151,35,1,1229,4,5120190,20480760,Online,Tarjeta débito,USD,2024,6
1236,2023-11-26,299,8,2,1085,1,5648330,5648330,Campo,Cheque,USD,2023,11
1237,2024-11-24,979,55,2,1234,2,290780,581560,Teléfono,Transferencia,ARS,2024,11
1238,2023-12-24,54,4,4,1199,1,295270,295270,Teléfono,Tarjeta crédito,ARS,2023,12
1239,2024-12-23,223,34,2,1285,1,3837350,3837350,Teléfono,Cheque,USD,2024,12
1240,2023-07-23,254,14,1,1032,2,293230,586460,Campo,Cheque,ARS,2023,7
1241,2024-11-25,580,5,1,1264,1,3450150,3450150,Teléfono,Transferencia,USD,2024,11
1242,2024-10-30,565,33,4,1113,3,121950,365850,Campo,Tarjeta débito,ARS,2024,10
1243,2024-10-24,467,20,1,1228,2,352630,705260,Mostrador,Tarjeta débito,USD,2024,10
1244,2024-11-19,757,21,1,1276,3,175800,527400,Campo,Cheque,ARS,2024,11
1245,2024-10-13,486,19,1,1146,1,257760,257760,Online,Tarjeta crédito,USD,2024,10
1246,2024-05-18,552,36,4,1006,1,424900,424900,Teléfono,Tarjeta crédito,ARS,2024,5
1247,2023-05-24,342,48,2,1127,1,412410,412410,Mostrador,Cheque,USD,2023,5
1248,2023-02-05,393,5,1,1108,1,355310,355310,Teléfono,Tarjeta crédito,USD,2023,2
1249,2024-12-10,863,52,1,1260,1,1765000,1765000,Online,Cheque,ARS,2024,12
1250,2024-05-08,138,38,4,1071,2,206130,412260,Teléfono,Cheque,ARS,2024,5
1251,2024-11-06,778,28,2,1127,3,392250,1176750,Mostrador,Cheque,USD,2024,11
1252,2023-12-27,138,36,4,1162,2,2959640,5919280,Online,Transferencia,USD,2023,12
1253,2023-05-09,292,6,4,1100,1,1659150,1659150,Campo,Cheque,ARS,2023,5
1254,2023-05-18,210,13,4,1079,1,439420,439420,Mostrador,Efectivo,USD,2023,5
1255,2024-07-23,684,51,1,1033,1,292930,292930,Campo,Tarjeta débito,ARS,2024,7
1256,2023-12-13,185,33,4,1143,3,156750,470250,Mostrador,Tarjeta débito,ARS,2023,12
1257,2023-08-08,299,5,1,1244,5,416810,2084050,Online,Efectivo,USD,2023,8
1258,2023-12-29,240,51,1,1224,1,5891660,5891660,Mostrador,Cheque,USD,2023,12
1259,2023-03-12,211,25,4,1214,1,2966110,2966110,Teléfono,Transferencia,USD,2023,3
1260,2024-03-31,875,35,1,1120,1,5388330,5388330,Campo,Cheque,USD,2024,3
1261,2023-10-23,151,15,1,1168,1,122890,122890,Mostrador,Efectivo,USD,2023,10
1262,2024-11-06,388,43,1,1128,5,200950,1004750,Teléfono,Efectivo,USD,2024,11
1263,2023-11-10,396,50,3,1217,4,2517300,10069200,Campo,Transferencia,ARS,2023,11
1264,2023-12-19,124,52,1,1230,1,355110,355110,Mostrador,Efectivo,USD,2023,12
1265,2023-01-13,49,57,4,1217,5,255720,1278600,Teléfono,Tarjeta débito,USD,2023,1
1266,2023-03-21,397,46,4,1054,1,5891660,5891660,Teléfono,Tarjeta débito,USD,2023,3
1267,2023-12-02,124,25,4,1208,1,337930,337930,Teléfono,Efectivo,ARS,2023,12
1268,2023-12-26,68,14,1,1080,5,160240,801200,Teléfono,Cheque,USD,2023,12
1269,2024-04-20,475,25,4,1151,1,3100870,3100870,Campo,Tarjeta débito,USD,2024,4
1270,2023-11-04,358,20,1,1055,1,6068050,6068050,Mostrador,Cheque,ARS,2023,11
1271,2024-08-02,743,32,1,1005,1,38710,38710,Campo,Cheque,USD,2024,8
1272,2024-11-23,456,14,1,1035,1,357970,357970,Teléfono,Cheque,ARS,2024,11
1273,2024-11-01,346,42,3,1128,5,4688400,23442000,Teléfono,Transferencia,USD,2024,11
1274,2023-02-13,9,43,1,1119,1,2000950,2000950,Teléfono,Cheque,ARS,2023,2
1275,2023-12-26,266,21,1,1197,1,5326960,5326960,Campo,Transferencia,USD,2023,12
1276,2023-04-26,125,51,1,1054,5,408400,2042000,Campo,Efectivo,USD,2023,4
1277,2023-09-23,371,5,1,1259,1,4365040,4365040,Mostrador,Tarjeta débito,ARS,2023,9
1278,2024-12-28,833,23,3,1262,4,240450,961800,Online,Tarjeta crédito,USD,2024,12
1279,2023-06-06,112,53,4,1298,5,317270,1586350,Mostrador,Tarjeta crédito,USD,2023,6
1280,2023-12-31,328,1,4,1110,1,4554040,4554040,Campo,Tarjeta débito,ARS,2023,12
1281,2024-05-10,330,20,1,1002,1,5684550,5684550,Teléfono,Tarjeta débito,ARS,2024,5
1282,2024-08-10,566,2,1,1082,3,1573880,4721640,Teléfono,Tarjeta crédito,ARS,2024,8
1283,2024-03-06,427,9,4,1244,3,196850,590550,Teléfono,Transferencia,USD,2024,3
1284,2023-01-11,89,51,1,1005,1,442090,442090,Online,Efectivo,USD,2023,1
1285,2023-11-14,95,9,4,1174,4,1718480,6873920,Teléfono,Cheque,ARS,2023,11
1286,2024-01-20,871,43,1,1139,3,4554040,13662120,Teléfono,Efectivo,ARS,2024,1
1287,2023-04-07,250,13,4,1193,3,322800,968400,Teléfono,Tarjeta crédito,USD,2023,4
1288,2023-11-21,317,5,1,1138,1,352630,352630,Mostrador,Transferencia,USD,2023,11
1289,2023-02-06,166,49,1,1297,1,259100,259100,Campo,Cheque,ARS,2023,2
1290,2023-03-28,227,57,4,1116,1,6332160,6332160,Teléfono,Efectivo,ARS,2023,3
1291,2023-12-03,136,37,3,1044,1,80070,80070,Campo,Cheque,ARS,2023,12
1292,2023-05-26,384,43,1,1131,1,46050,46050,Campo,Transferencia,ARS,2023,5
1293,2024-03-15,577,34,2,1289,1,323700,323700,Teléfono,Transferencia,USD,2024,3
1294,2024-07-27,5,25,4,1219,5,29640,148200,Campo,Cheque,USD,2024,7
1295,2024-11-07,632,49,1,1056,1,3226370,3226370,Online,Tarjeta crédito,ARS,2024,11
1296,2023-08-08,371,21,1,1242,5,4294030,21470150,Mostrador,Transferencia,USD,2023,8
1297,2023-07-03,219,59,2,1258,1,242370,242370,Campo,Transferencia,USD,2023,7
1298,2023-04-25,365,32,1,1001,3,3363220,10089660,Mostrador,Tarjeta débito,USD,2023,4
1299,2024-05-30,986,60,3,1289,3,385110,1155330,Teléfono,Efectivo,ARS,2024,5
1300,2024-08-15,555,15,1,1103,1,5401560,5401560,Campo,Transferencia,ARS,2024,8
1301,2023-02-04,188,43,1,1292,4,189760,759040,Mostrador,Tarjeta débito,USD,2023,2
1302,2024-12-14,26,5,1,1149,2,176080,352160,Campo,Efectivo,ARS,2024,12
1303,2023-02-27,267,55,2,1084,4,3025690,12102760,Online,Tarjeta crédito,USD,2023,2
1304,2024-02-15,162,21,1,1026,5,209120,1045600,Teléfono,Cheque,ARS,2024,2
1305,2024-08-17,745,43,1,1175,1,143170,143170,Online,Transferencia,ARS,2024,8
1306,2024-11-26,130,15,1,1223,1,249020,249020,Teléfono,Transferencia,USD,2024,11
1307,2024-08-23,533,57,4,1129,2,4663990,9327980,Online,Efectivo,USD,2024,8
1308,2024-11-07,883,21,1,1142,5,84520,422600,Campo,Tarjeta crédito,USD,2024,11
1309,2023-11-18,128,53,4,1131,1,2596000,2596000,Online,Transferencia,ARS,2023,11
1310,2024-11-11,588,5,1,1218,5,267800,1339000,Mostrador,Tarjeta crédito,USD,2024,11
1311,2023-03-29,73,47,1,1298,5,297080,1485400,Campo,Tarjeta crédito,USD,2023,3
1312,2024-12-03,233,26,2,1135,3,4751130,14253390,Online,Transferencia,USD,2024,12
1313,2024-02-22,855,56,2,1055,1,40500,40500,Teléfono,Cheque,USD,2024,2
1314,2024-11-11,106,36,4,1056,2,2562310,5124620,Campo,Tarjeta débito,ARS,2024,11
1315,2023-12-19,389,13,4,1076,1,317440,317440,Campo,Tarjeta débito,ARS,2023,12
1316,2024-06-07,9,25,4,1155,5,347550,1737750,Teléfono,Tarjeta débito,ARS,2024,6
1317,2024-01-30,631,31,3,1167,1,92550,92550,Teléfono,Cheque,USD,2024,1
1318,2024-09-11,50,56,2,1132,5,159880,799400,Mostrador,Tarjeta crédito,ARS,2024,9
1319,2023-03-31,10,30,1,1042,1,108850,108850,Online,Tarjeta débito,ARS,2023,3
1320,2023-03-08,113,36,4,1110,3,411070,1233210,Campo,Efectivo,ARS,2023,3
1321,2023-09-29,266,23,3,1070,5,1660050,8300250,Teléfono,Efectivo,USD,2023,9
1322,2023-06-25,78,10,3,1284,4,2016290,8065160,Mostrador,Cheque,USD,2023,6
1323,2024-11-26,36,20,1,1126,1,6545060,6545060,Teléfono,Cheque,ARS,2024,11
1324,2023-08-29,202,30,1,1007,1,3252620,3252620,Online,Transferencia,ARS,2023,8
1325,2024-12-25,824,4,4,1296,1,427350,427350,Online,Tarjeta débito,USD,2024,12
1326,2023-11-17,118,20,1,1179,2,42740,85480,Online,Cheque,ARS,2023,11
1327,2023-07-19,190,43,1,1298,4,6231510,24926040,Online,Tarjeta crédito,ARS,2023,7
1328,2024-11-04,754,20,1,1197,2,117880,235760,Online,Cheque,ARS,2024,11
1329,2024-06-23,805,6,4,1261,5,348070,1740350,Mostrador,Tarjeta débito,ARS,2024,6
1330,2023-12-31,169,19,1,1101,2,292900,585800,Teléfono,Tarjeta crédito,USD,2023,12
1331,2024-03-02,512,33,4,1061,2,119580,239160,Online,Tarjeta crédito,ARS,2024,3
1332,2024-08-28,230,52,1,1183,1,313370,313370,Campo,Tarjeta débito,USD,2024,8
1333,2023-09-08,48,38,4,1297,1,1925370,1925370,Teléfono,Transferencia,USD,2023,9
1334,2024-12-30,150,33,4,1009,1,28550,28550,Campo,Transferencia,ARS,2024,12
1335,2024-12-25,855,49,1,1206,5,138430,692150,Mostrador,Tarjeta crédito,ARS,2024,12
1336,2024-06-14,208,18,3,1228,4,206420,825680,Mostrador,Efectivo,ARS,2024,6
1337,2023-08-07,61,5,1,1054,3,4276900,12830700,Campo,Transferencia,USD,2023,8
1338,2024-07-17,843,49,1,1180,1,165200,165200,Mostrador,Tarjeta débito,ARS,2024,7
1339,2023-03-21,117,4,4,1104,2,289400,578800,Mostrador,Tarjeta débito,USD,2023,3
1340,2023-02-03,239,47,1,1126,5,336430,1682150,Mostrador,Cheque,USD,2023,2
1341,2023-10-10,371,21,1,1034,1,410160,410160,Mostrador,Transferencia,ARS,2023,10
1342,2023-12-21,355,35,1,1165,3,135890,407670,Mostrador,Tarjeta débito,USD,2023,12
1343,2024-11-25,48,32,1,1298,1,1844010,1844010,Teléfono,Transferencia,ARS,2024,11
1344,2024-09-06,448,13,4,1270,2,431790,863580,Mostrador,Transferencia,ARS,2024,9
1345,2024-09-23,757,16,1,1289,1,40170,40170,Mostrador,Tarjeta crédito,ARS,2024,9
1346,2023-12-11,293,40,4,1118,5,190340,951700,Mostrador,Efectivo,USD,2023,12
1347,2023-11-19,5,9,4,1092,5,3770480,18852400,Mostrador,Tarjeta débito,USD,2023,11
1348,2023-11-26,100,35,1,1100,1,5815870,5815870,Online,Tarjeta débito,ARS,2023,11
1349,2024-12-28,205,32,1,1087,1,2600510,2600510,Campo,Transferencia,ARS,2024,12
1350,2023-02-13,180,9,4,1234,1,293690,293690,Campo,Tarjeta débito,ARS,2023,2
1351,2024-11-25,529,21,1,1124,2,36740,73480,Campo,Cheque,USD,2024,11
1352,2024-03-27,90,14,1,1203,4,39820,159280,Teléfono,Tarjeta débito,USD,2024,3
1353,2023-12-15,108,35,1,1032,1,4491260,4491260,Online,Tarjeta crédito,ARS,2023,12
1354,2024-09-04,190,58,3,1039,1,211680,211680,Campo,Efectivo,USD,2024,9
1355,2023-12-28,180,6,4,1094,1,4153490,4153490,Campo,Transferencia,ARS,2023,12
1356,2024-11-27,761,21,1,1010,1,4884090,4884090,Campo,Transferencia,USD,2024,11
1357,2024-12-04,763,14,1,1215,1,4976950,4976950,Teléfono,Cheque,ARS,2024,12
1358,2023-12-10,20,46,4,1100,1,407850,407850,Online,Efectivo,ARS,2023,12
1359,2023-10-31,359,4,4,1244,4,423290,1693160,Campo,Transferencia,USD,2023,10
1360,2024-04-11,609,42,3,1058,4,333180,1332720,Mostrador,Transferencia,ARS,2024,4
1361,2024-12-07,734,40,4,1062,2,39810,79620,Mostrador,Tarjeta débito,ARS,2024,12
1362,2023-08-20,144,52,1,1019,2,2559500,5119000,Campo,Tarjeta débito,ARS,2023,8
1363,2024-05-15,7,53,4,1117,1,365260,365260,Teléfono,Cheque,USD,2024,5
1364,2024-05-24,862,47,1,1136,3,50820,152460,Teléfono,Efectivo,USD,2024,5
1365,2024-09-13,322,16,1,1079,1,157720,157720,Teléfono,Efectivo,ARS,2024,9
1366,2023-05-25,268,40,4,1296,1,145530,145530,Mostrador,Efectivo,ARS,2023,5
1367,2024-08-25,427,14,1,1013,3,284740,854220,Online,Efectivo,ARS,2024,8
1368,2024-12-07,296,25,4,1101,3,417090,1251270,Online,Tarjeta crédito,USD,2024,12
1369,2023-07-17,1,35,1,1155,1,2470690,2470690,Campo,Cheque,ARS,2023,7
1370,2023-09-18,58,27,4,1082,1,183710,183710,Mostrador,Tarjeta débito,ARS,2023,9
1371,2024-12-24,387,6,4,1088,1,1826320,1826320,Campo,Transferencia,USD,2024,12
1372,2023-07-18,264,30,1,1105,2,52940,105880,Online,Efectivo,USD,2023,7
1373,2024-11-22,90,38,4,1130,1,1871510,1871510,Online,Efectivo,USD,2024,11
1374,2023-12-30,75,2,1,1272,2,4834370,9668740,Teléfono,Cheque,USD,2023,12
1375,2023-09-29,341,57,4,1014,1,308280,308280,Online,Tarjeta crédito,ARS,2023,9
1376,2024-11-26,261,39,2,1128,3,387040,1161120,Online,Cheque,ARS,2024,11
1377,2023-12-17,282,9,4,1060,2,120250,240500,Teléfono,Transferencia,ARS,2023,12
1378,2024-01-17,341,39,2,1227,4,137500,550000,Mostrador,Transferencia,USD,2024,1
1379,2023-11-23,329,30,1,1017,1,1688270,1688270,Online,Tarjeta débito,ARS,2023,11
1380,2024-04-12,401,30,1,1045,1,383780,383780,Mostrador,Efectivo,ARS,2024,4
1381,2023-06-29,357,2,1,1038,4,377020,1508080,Teléfono,Tarjeta crédito,ARS,2023,6
1382,2023-12-02,243,38,4,1124,1,2623850,2623850,Campo,Tarjeta crédito,ARS,2023,12
1383,2024-12-23,499,42,3,1064,3,2086740,6260220,Teléfono,Tarjeta crédito,ARS,2024,12
1384,2023-10-11,322,46,4,1253,4,299400,1197600,Mostrador,Efectivo,USD,2023,10
1385,2024-06-21,435,15,1,1262,1,195280,195280,Online,Tarjeta débito,ARS,2024,6
1386,2023-11-14,119,39,2,1112,1,313970,313970,Teléfono,Tarjeta crédito,USD,2023,11
1387,2024-10-27,47,32,1,1102,4,234740,938960,Mostrador,Tarjeta crédito,ARS,2024,10
1388,2023-05-24,168,25,4,1049,1,319030,319030,Online,Tarjeta crédito,USD,2023,5
1389,2024-12-23,348,36,4,1277,1,198050,198050,Online,Cheque,USD,2024,12
1390,2023-12-19,27,47,1,1227,1,3002160,3002160,Online,Efectivo,USD,2023,12
1391,2023-09-16,296,20,1,1023,1,363550,363550,Teléfono,Cheque,ARS,2023,9
1392,2023-03-22,1,51,1,1201,3,133040,399120,Teléfono,Tarjeta crédito,USD,2023,3
1393,2023-07-06,174,23,3,1185,1,4724460,4724460,Mostrador,Cheque,USD,2023,7
1394,2024-01-23,395,44,3,1064,3,2716330,8148990,Campo,Cheque,ARS,2024,1
1395,2023-11-17,167,13,4,1157,1,273210,273210,Mostrador,Efectivo,ARS,2023,11
1396,2024-11-15,530,49,1,1283,2,2787470,5574940,Teléfono,Transferencia,ARS,2024,11
1397,2023-12-13,91,4,4,1149,1,4702260,4702260,Teléfono,Transferencia,USD,2023,12
1398,2023-09-30,303,38,4,1079,3,3941820,11825460,Online,Tarjeta crédito,USD,2023,9
1399,2024-05-09,202,14,1,1169,2,162220,324440,Mostrador,Cheque,ARS,2024,5
1400,2024-08-15,996,34,2,1133,3,29530,88590,Mostrador,Transferencia,ARS,2024,8
1401,2023-07-03,21,47,1,1084,4,77440,309760,Online,Cheque,USD,2023,7
1402,2023-07-03,156,34,2,1132,4,136190,544760,Mostrador,Tarjeta crédito,ARS,2023,7
1403,2023-02-10,385,27,4,1197,1,3511330,3511330,Campo,Tarjeta crédito,ARS,2023,2
1404,2024-09-16,14,19,1,1135,4,1896350,7585400,Online,Tarjeta débito,ARS,2024,9
